tile_id,tile_name_,WSID,spring,autumn,winter,unknown,summer,freshet,frazil,coastal storm,unknown_1,heavy rain,beaver dam failure,municipal water main break,dam failure,ice jam
01BF001,Lower Restigouche - Nouvelle (part of),477,0.812,0.047,0.047,0.000,0.094,0.800,0.000,0.035,0.000,0.153,0.000,0.000,0.012,0.000
02OHA00,Lake Champlain,764,0.810,0.000,0.095,0.000,0.095,0.762,0.000,0.000,0.000,0.238,0.000,0.000,0.000,0.000
02QB002,Matane (part of),889,0.808,0.096,0.096,0.000,0.000,0.865,0.019,0.038,0.019,0.058,0.000,0.000,0.000,0.000
02CF000,Vermilion (Ont.),474,0.800,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000
08NN000,Kettle,680,0.800,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000
02KG001,Coulonge (part of),786,0.800,0.000,0.200,0.000,0.000,0.800,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000
02HL000,Moira,933,0.800,0.000,0.100,0.100,0.000,0.800,0.100,0.000,0.100,0.000,0.000,0.000,0.000,0.000
05OJ001,Lower Red (part of),100,0.800,0.000,0.000,0.000,0.200,0.600,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000
210001,St Lawrence River (part of),340,0.788,0.067,0.061,0.012,0.073,0.764,0.048,0.000,0.000,0.182,0.000,0.006,0.000,0.000
01BN000,Southwest Miramichi - Central,689,0.783,0.000,0.217,0.000,0.000,0.826,0.109,0.000,0.000,0.065,0.000,0.000,0.000,0.000
08LC000,Shuswap,1179,0.778,0.000,0.222,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
01AH000,Tobique,1249,0.769,0.051,0.051,0.000,0.128,0.846,0.026,0.000,0.000,0.128,0.000,0.000,0.000,0.000
08NM000,Okanagan,1021,0.767,0.033,0.100,0.000,0.100,0.833,0.000,0.000,0.100,0.000,0.000,0.033,0.033,0.000
04HA000,Albany - Mouth,977,0.765,0.059,0.000,0.176,0.000,0.794,0.000,0.000,0.206,0.000,0.000,0.000,0.000,0.000
01AJB00,Becaguimec Stream-Saint John River,870,0.762,0.007,0.147,0.000,0.084,0.811,0.007,0.007,0.000,0.175,0.000,0.000,0.000,0.000
01BK000,Nepisiguit,612,0.750,0.000,0.000,0.250,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
01BD000,Matapédia,626,0.750,0.000,0.136,0.000,0.114,0.864,0.023,0.000,0.000,0.114,0.000,0.000,0.000,0.000
05MB000,Whitesand,33,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
08LE002,South Thompson (part of),48,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
02GD000,Upper Thames,86,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
02KH001,Noire (part of),105,0.750,0.000,0.250,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08KA0X1,Headwaters Fraser (part of),154,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
05CE000,Central Red Deer - Rosebud,950,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
05OD000,Roseau,1131,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
02HKA00,Trent (part of),1243,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
02XC000,Saint-Paul - Coast,829,0.750,0.250,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
02KC000,Central Ottawa - Bonnechere,441,0.743,0.000,0.000,0.029,0.229,0.743,0.000,0.000,0.000,0.257,0.000,0.000,0.000,0.000
01BG002,Chaleur Bay - Northwestern (part of),195,0.727,0.091,0.182,0.000,0.000,0.727,0.000,0.091,0.000,0.182,0.000,0.000,0.000,0.000
04NA000,Upper Harricanaw,47,0.727,0.000,0.000,0.000,0.273,0.636,0.000,0.000,0.000,0.273,0.091,0.000,0.000,0.000
02OC000,Loup,665,0.722,0.111,0.028,0.000,0.139,0.708,0.000,0.000,0.000,0.292,0.000,0.000,0.000,0.000
01BP000,Little Southwest Miramichi,766,0.714,0.000,0.286,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05LL001,Southwestern Lake Manitoba - Whitemud (part of),1174,0.714,0.000,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.000
01BM000,Southwest Miramichi - Upper,136,0.714,0.000,0.190,0.000,0.095,0.619,0.048,0.048,0.000,0.286,0.000,0.000,0.000,0.000
01AL000,Nashwaak,1083,0.708,0.056,0.236,0.000,0.000,0.798,0.045,0.011,0.000,0.146,0.000,0.000,0.000,0.000
01AJA00,Meduxnekeag,1279,0.705,0.068,0.136,0.000,0.091,0.727,0.023,0.023,0.000,0.227,0.000,0.000,0.000,0.000
01AF000,Upper Saint John - Verte,856,0.699,0.058,0.068,0.000,0.175,0.709,0.000,0.019,0.000,0.272,0.000,0.000,0.000,0.000
02KF000,Central Ottawa - Mississippi,119,0.692,0.000,0.038,0.038,0.231,0.692,0.000,0.038,0.038,0.231,0.000,0.000,0.000,0.000
01AD000,Upper Saint John - St. Francis,22,0.691,0.000,0.082,0.000,0.227,0.763,0.000,0.000,0.000,0.237,0.000,0.000,0.000,0.000
02LD001,Petite Nation (part of),28,0.682,0.000,0.068,0.000,0.250,0.682,0.000,0.000,0.000,0.295,0.023,0.000,0.000,0.000
02OB000,L'Assomption,1285,0.678,0.069,0.109,0.000,0.144,0.663,0.015,0.000,0.000,0.302,0.020,0.000,0.000,0.000
02OJ000,Richelieu,83,0.677,0.043,0.086,0.000,0.194,0.710,0.043,0.000,0.000,0.247,0.000,0.000,0.000,0.000
08LF002,Thompson - Mouth (part of),497,0.667,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
04FB000,Upper Attawapiskat,634,0.667,0.000,0.000,0.000,0.333,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10AA002,Headwaters Liard (part of),1211,0.667,0.000,0.000,0.000,0.333,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10MC002,Lower Peel and Western Mackenzie Delta (part of),56,0.667,0.000,0.000,0.167,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167
02QA003,Rimouski (part of),747,0.667,0.000,0.267,0.000,0.067,0.800,0.133,0.000,0.000,0.067,0.000,0.000,0.000,0.000
08NB000,McNaughton Lake - Columbia Reach,843,0.667,0.111,0.111,0.000,0.111,0.778,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000
03AC000,Bell,54,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000
05JB000,Notukeu - Non-contributing,632,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000
02TC000,Lower Manicouagan,687,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000
05QA000,Upper English,963,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000
02TE000,Lower aux Outardes,756,0.667,0.111,0.000,0.000,0.222,0.556,0.000,0.111,0.000,0.333,0.000,0.000,0.000,0.000
05QD000,Wabigoon,362,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
02LG000,Upper Gatineau,860,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.000
01AK000,Central Saint John - Keswick,217,0.659,0.112,0.145,0.022,0.061,0.682,0.011,0.034,0.017,0.257,0.000,0.000,0.000,0.000
02LB001,Lower Ottawa - South Nation (part of),1328,0.652,0.000,0.087,0.000,0.261,0.522,0.000,0.000,0.000,0.435,0.043,0.000,0.000,0.000
01AR000,St. Croix,1163,0.651,0.070,0.209,0.000,0.070,0.581,0.023,0.070,0.023,0.302,0.000,0.000,0.000,0.000
01AQ000,Magaguadavic,489,0.647,0.015,0.294,0.000,0.044,0.676,0.015,0.074,0.015,0.221,0.000,0.000,0.000,0.000
08NG001,Central Kootenay (part of),1160,0.647,0.000,0.000,0.000,0.353,0.647,0.000,0.000,0.000,0.353,0.000,0.000,0.000,0.000
02QB003,Matane (part of),688,0.643,0.143,0.071,0.000,0.143,0.643,0.000,0.143,0.000,0.214,0.000,0.000,0.000,0.000
02LC001,Rouge and Nord (part of),16,0.633,0.034,0.055,0.000,0.278,0.603,0.013,0.000,0.013,0.329,0.042,0.000,0.000,0.000
02QC001,Madeleine (part of),210,0.629,0.143,0.200,0.000,0.029,0.714,0.057,0.086,0.000,0.143,0.000,0.000,0.000,0.000
08EE0X0,Bulkley (part of),401,0.625,0.125,0.125,0.000,0.125,0.750,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000
02RG001,Lac Saint-Jean (part of),149,0.625,0.000,0.000,0.000,0.375,0.500,0.000,0.000,0.063,0.375,0.063,0.000,0.000,0.000
02NE000,Central Saint-Maurice,557,0.609,0.174,0.043,0.000,0.174,0.565,0.043,0.000,0.000,0.391,0.000,0.000,0.000,0.000
02LH001,Lower Gatineau (part of),949,0.603,0.048,0.032,0.000,0.317,0.587,0.016,0.000,0.016,0.333,0.048,0.000,0.000,0.000
02YL000,Humber - Lower,1046,0.600,0.000,0.400,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000
02PD002,Montmorency (part of),1252,0.600,0.033,0.267,0.000,0.100,0.733,0.000,0.000,0.000,0.267,0.000,0.000,0.000,0.000
02PG002,Lower St. Lawrence - Loup (part of),133,0.600,0.100,0.150,0.000,0.150,0.650,0.050,0.050,0.000,0.250,0.000,0.000,0.000,0.000
05KC000,Central Carrot - Man,1076,0.600,0.400,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000
02EA000,Magnetawan,1111,0.600,0.000,0.000,0.400,0.000,0.400,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000
01AM000,Oromocto,606,0.594,0.094,0.313,0.000,0.000,0.719,0.094,0.000,0.000,0.188,0.000,0.000,0.000,0.000
02LF001,Lower Lièvre (part of),311,0.593,0.000,0.000,0.000,0.407,0.593,0.000,0.000,0.000,0.333,0.074,0.000,0.000,0.000
02NG000,Lower Saint-Maurice,439,0.591,0.227,0.000,0.000,0.182,0.591,0.000,0.000,0.000,0.409,0.000,0.000,0.000,0.000
02QA002,Rimouski (part of),66,0.588,0.059,0.176,0.000,0.176,0.588,0.118,0.118,0.000,0.176,0.000,0.000,0.000,0.000
02QA001,Rimouski (part of),24,0.585,0.146,0.073,0.000,0.195,0.634,0.024,0.000,0.049,0.293,0.000,0.000,0.000,0.000
02OAB00,Châteauguay,1171,0.578,0.244,0.089,0.000,0.089,0.578,0.000,0.000,0.000,0.422,0.000,0.000,0.000,0.000
08MHBX1,Lower Fraser - Coast (part of),385,0.577,0.077,0.308,0.038,0.000,0.500,0.000,0.000,0.077,0.423,0.000,0.000,0.000,0.000
02JB000,Upper Ottawa - Kinojévis,976,0.571,0.000,0.000,0.000,0.429,0.571,0.000,0.000,0.000,0.429,0.000,0.000,0.000,0.000
08KEB03,Upper Fraser - Baker (part of),1059,0.556,0.111,0.111,0.000,0.222,0.778,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05LJ000,Mossy,180,0.556,0.000,0.000,0.000,0.444,0.444,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000
05MG000,Central Assiniboine - Oak,1293,0.545,0.000,0.000,0.000,0.455,0.636,0.000,0.000,0.000,0.364,0.000,0.000,0.000,0.000
01BH001,Chaleur Bay - Gulf of St. Lawrence (part of),592,0.534,0.086,0.155,0.000,0.224,0.569,0.000,0.069,0.017,0.328,0.000,0.000,0.017,0.000
08MG0X2,Harrison (part of),188,0.529,0.059,0.294,0.059,0.059,0.588,0.000,0.000,0.059,0.353,0.000,0.000,0.000,0.000
02GA000,Upper Grand,204,0.529,0.000,0.353,0.000,0.118,0.529,0.000,0.000,0.294,0.118,0.000,0.000,0.000,0.059
01BG001,Chaleur Bay - Northwestern (part of),968,0.529,0.353,0.118,0.000,0.000,0.529,0.000,0.059,0.000,0.412,0.000,0.000,0.000,0.000
01BJ001,Chaleur Bay - Southwestern (part of),1227,0.519,0.185,0.259,0.000,0.037,0.519,0.000,0.333,0.000,0.148,0.000,0.000,0.000,0.000
02RH004,Saguenay - Mouth (part of),673,0.513,0.179,0.000,0.000,0.308,0.359,0.000,0.000,0.000,0.513,0.128,0.000,0.000,0.000
05NG000,Lower Souris - Mouth,582,0.500,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
04DA000,Upper Winisk,726,0.500,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08MC003,William      Lower Fraser - Williams Lake (part of),987,0.500,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08EB001,Upper Skeena (part of),1051,0.500,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08KEB01,Upper Fraser - Baker (part of),1310,0.500,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08EGBX1,Lower Skeena (part of),1110,0.500,0.250,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
02YJ000,Port au Port Bay,430,0.500,0.167,0.333,0.000,0.000,0.667,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000
02EB000,Muskoka,1015,0.500,0.000,0.063,0.313,0.125,0.563,0.000,0.000,0.313,0.125,0.000,0.000,0.000,0.000
05KH000,Central Saskatchewan - Lower Carrot,296,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
02MA000,Cataraqui-Thousand Islands,420,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
01DJ000,Economy,428,0.500,0.333,0.167,0.000,0.000,0.500,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000
01EO000,St. Marys,453,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
